	Gene Name	Gene Start (bp)	Gene End (bp)	length
11354	AT5G55100	22361035	22364824	3789
11355	AT5G55120	22369007	22371867	2860
11356	AT5G55110	22367733	22368675	942
11357	AT5G55125	22371991	22373209	1218
11358	AT5G55131	22376583	22376989	406
11359	AT5G55132	22378906	22379548	642
11360	AT5G55135	22379921	22380476	555
11361	AT5G55140	22380996	22382194	1198
11362	AT5G55150	22382202	22383392	1190
11363	AT5G55180	22388521	22390763	2242
11364	AT5G55210	22396426	22397446	1020
11365	AT5G55220	22397457	22400856	3399
11366	AT5G55230	22401927	22405568	3641
11367	AT5G55250	22407427	22410974	3547
11368	AT5G55270	22419147	22420518	1371
11369	AT5G55290	22422673	22424380	1707
11370	AT5G55320	22435607	22436943	1336
11371	AT5G55330	22437471	22438884	1413
11372	AT5G55370	22445069	22446133	1064
11373	AT5G55380	22446624	22447953	1329
11374	AT5G55400	22455369	22459598	4229
11375	AT5G55410	22460550	22461385	835
11376	AT5G55430	22464589	22465227	638
11377	AT5G55440	22465693	22467209	1516
11378	AT5G55507	22485099	22485712	613
11379	AT5G55508	22485872	22486015	143
11380	AT5G55520	22488054	22491300	3246
11381	AT5G55530	22492892	22496064	3172
11382	AT5G55550	22501535	22504144	2609
11383	AT5G55560	22506216	22507879	1663
11384	AT5G55565	22510017	22513588	3571
11385	AT5G55570	22514214	22515458	1244
11386	AT5G55580	22515391	22517964	2573
11387	AT5G55610	22525771	22528143	2372
11388	AT5G55600	22521843	22525685	3842
11389	AT5G55620	22530007	22530987	980
11390	AT5G55640	22533085	22534155	1070
11391	AT5G55660	22538556	22543474	4918
11392	AT5G55670	22543728	22547062	3334
11393	AT5G55700	22551734	22554964	3230
11394	AT5G55720	22555995	22557725	1730
11395	AT5G55770	22571645	22573732	2087
11396	AT5G55780	22576493	22578682	2189
11397	AT5G55790	22578715	22581335	2620
11398	AT5G55830	22594617	22596843	2226
11399	AT5G55840	22597993	22602760	4767
11400	AT5G55856	22607927	22608640	713
11401	AT5G55860	22609433	22612486	3053
11402	AT5G55870	22612637	22613311	674
11403	AT5G55880	22619104	22620204	1100
11404	AT5G55890	22622737	22623837	1100
11405	AT5G55900	22637510	22639828	2318
11406	AT5G55950	22658112	22660505	2393
11407	AT5G55960	22662532	22665099	2567
11408	AT5G55970	22667220	22669631	2411
11409	AT5G55980	22670186	22670893	707
11410	AT5G56020	22684386	22686466	2080
11411	AT5G56040	22694823	22698645	3822
11412	AT5G56050	22700919	22702200	1281
11413	AT5G56100	22716917	22717849	932
11414	AT5G56140	22725238	22728473	3235
11415	AT5G56160	22731949	22735612	3663
11416	AT5G56190	22741965	22745191	3226
11417	AT5G56200	22747478	22749427	1949
11418	AT5G56220	22753888	22758057	4169
11419	AT5G56240	22759663	22764587	4924
11420	AT5G56260	22775189	22777355	2166
11421	AT5G56310	22802299	22804377	2078
11422	AT5G56325	22812213	22813263	1050
11423	AT5G56350	22819936	22822904	2968
11424	AT5G56368	22833964	22834645	681
11425	AT5G56369	22835392	22835930	538
11426	AT5G56370	22835931	22837972	2041
11427	AT5G56380	22838633	22841117	2484
11428	AT5G56390	22842790	22844273	1483
11429	AT5G56400	22846069	22847615	1546
11430	AT5G56410	22848508	22850331	1823
11431	AT5G56420	22850584	22852753	2169
11432	AT5G56452	22860450	22861818	1368
11433	AT5G56460	22865074	22868036	2962
11434	AT5G56480	22870259	22870817	558
11435	AT5G56520	22885143	22886600	1457
11436	AT5G56530	22889073	22891866	2793
11437	AT5G56555	22898714	22899064	350
11438	AT5G56580	22904622	22906764	2142
11439	AT5G56570	22902736	22904596	1860
11440	AT5G56590	22907264	22909707	2443
11441	AT5G56610	22916692	22918468	1776
11442	AT5G56670	22935211	22936084	873
11443	AT5G56690	22939723	22941099	1376
11444	AT5G56700	22941750	22943587	1837
11445	AT5G56710	22943707	22944993	1286
11446	AT5G56730	22946906	22952599	5693
11447	AT5G56770	22962994	22963989	995
11448	AT5G56790	22967891	22971689	3798
11449	AT5G56800	22972989	22974308	1319
11450	AT5G56850	22985115	22988110	2995
11451	AT5G56880	23008764	23009709	945
11452	AT5G56890	23010423	23016015	5592
11453	AT5G56900	23019245	23022765	3520
11454	AT5G56910	23022862	23024257	1395
11455	AT5G56920	23024896	23025915	1019
11456	AT5G56960	23038389	23041617	3228
11457	AT5G56980	23056080	23057742	1662
11458	AT5G56985	23056476	23056904	428
11459	AT5G56990	23060833	23062400	1567
11460	AT5G57010	23067828	23070431	2603
11461	AT5G57035	23080647	23083988	3341
11462	AT5G57040	23083898	23085246	1348
11463	AT5G57060	23089909	23092224	2315
11464	AT5G57070	23096024	23098602	2578
11465	AT5G57080	23098872	23099587	715
11466	AT5G57100	23106298	23108883	2585
11467	AT5G57120	23122488	23124594	2106
11468	AT5G57123	23126874	23127724	850
11469	AT5G57130	23144947	23149615	4668
11470	AT5G57150	23152174	23155066	2892
11471	AT5G57170	23161877	23163290	1413
11472	AT5G57200	23177525	23180853	3328
11473	AT5G57210	23180833	23184053	3220
11474	AT5G57250	23194833	23198609	3776
11475	AT5G57270	23200591	23203908	3317
11476	AT5G57300	23208463	23211139	2676
11477	AT5G57330	23218086	23221089	3003
11478	AT5G57340	23225951	23229298	3347
11479	AT5G57345	23229291	23230749	1458
11480	AT5G57370	23244610	23246420	1810
11481	AT5G57400	23261985	23263479	1494
11482	AT5G57410	23264314	23267905	3591
11483	AT5G57460	23275110	23277488	2378
11484	AT5G57480	23279139	23281271	2132
11485	AT5G57500	23286197	23287739	1542
11486	AT5G57510	23288885	23289635	750
11487	AT5G57535	23302415	23302549	134
11488	AT5G57565	23310284	23311855	1571
11489	AT5G57567	23312045	23312920	875
11490	AT5G57569	23312029	23312401	372
11491	AT5G57570	23313401	23314432	1031
11492	AT5G57580	23314672	23318177	3505
11493	AT5G57640	23344436	23345621	1185
11494	AT5G57650	23345662	23346324	662
11495	AT5G57655	23346675	23350065	3390
11496	AT5G57670	23360400	23363839	3439
11497	AT5G57700	23374873	23377229	2356
11498	AT5G57710	23384255	23388465	4210
11499	AT5G57720	23389745	23391662	1917
11500	AT5G57750	23399668	23400300	632
11501	AT5G57760	23400715	23401267	552
11502	AT5G57770	23400864	23403150	2286
11503	AT5G57790	23411887	23414811	2924
11504	AT5G57820	23428601	23429346	745
11505	AT5G57830	23429291	23431198	1907
11506	AT5G57840	23432790	23435266	2476
11507	AT5G57870	23439498	23443815	4317
11508	AT5G57887	23446721	23447249	528
11509	AT5G57890	23447340	23449679	2339
11510	AT5G57950	23460673	23462388	1715
11511	AT5G57960	23462704	23466678	3974
11512	AT5G57970	23466685	23469015	2330
11513	AT5G58000	23476731	23479598	2867
11514	AT5G58005	23482179	23483277	1098
11515	AT5G58020	23485496	23486818	1322
11516	AT5G58090	23505221	23507353	2132
11517	AT5G58100	23507337	23515074	7737
11518	AT5G58110	23515150	23516751	1601
11519	AT5G58120	23517256	23521067	3811
11520	AT5G58150	23530081	23532840	2759
11521	AT5G58160	23533375	23539741	6366
11522	AT5G58200	23549550	23552052	2502
11523	AT5G58210	23552094	23554402	2308
11524	AT5G58280	23567300	23568859	1559
11525	AT5G58300	23571835	23575084	3249
11526	AT5G58330	23579722	23582395	2673
11527	AT5G58340	23582495	23585148	2653
11528	AT5G58370	23593059	23596238	3179
11529	AT5G58375	23596242	23597141	899
11530	AT5G58390	23599470	23601404	1934
11531	AT5G58400	23605189	23607045	1856
11532	AT5G58410	23609376	23617599	8223
11533	AT5G58412	23618024	23618719	695
11534	AT5G58420	23619459	23621094	1635
11535	AT5G58450	23626826	23632223	5397
11536	AT5G58480	23640973	23642853	1880
11537	AT5G58510	23648094	23654622	6528
11538	AT5G58520	23655140	23658256	3116
11539	AT5G58530	23660083	23661472	1389
11540	AT5G58540	23663136	23665317	2181
11541	AT5G58570	23672695	23673287	592
11542	AT5G58575	23673533	23675643	2110
11543	AT5G58620	23693259	23696222	2963
11544	AT5G58640	23697841	23699767	1926
11545	AT5G58660	23701392	23704122	2730
11546	AT5G58680	23708112	23709527	1415
11547	AT5G58690	23709529	23712558	3029
11548	AT5G58720	23719695	23723175	3480
11549	AT5G58710	23717775	23719778	2003
11550	AT5G58740	23725675	23727628	1953
11551	AT5G58787	23742363	23744646	2283
11552	AT5G58820	23751956	23754958	3002
11553	AT5G58830	23755775	23758684	2909
11554	AT5G58840	23759003	23762438	3435
11555	AT5G58880	23775891	23779855	3964
11556	AT5G58900	23783102	23785512	2410
11557	AT5G58930	23794286	23796461	2175
11558	AT5G58950	23800856	23803684	2828
11559	AT5G58980	23811449	23814683	3234
11560	AT5G58990	23814763	23816190	1427
11561	AT5G59000	23818184	23820315	2131
11562	AT5G59020	23826744	23830520	3776
11563	AT5G59050	23839108	23842958	3850
11564	AT5G59060	23844301	23844781	480
11565	AT5G59070	23845073	23847393	2320
11566	AT5G59080	23844977	23849151	4174
11567	AT5G59100	23858873	23862129	3256
11568	AT5G59105	23862459	23863053	594
11569	AT5G59110	23863530	23864048	518
11570	AT5G59130	23869980	23873849	3869
11571	AT5G59140	23874311	23875713	1402
11572	AT5G59170	23881988	23883122	1134
11573	AT5G59190	23885855	23888673	2818
11574	AT5G59210	23890546	23893769	3223
11575	AT5G59230	23901520	23902481	961
11576	AT5G59240	23902462	23903767	1305
11577	AT5G59250	23903872	23907111	3239
11578	AT5G59260	23907786	23910082	2296
11579	AT5G59270	23910985	23913374	2389
11580	AT5G59305	23923184	23923929	745
11581	AT5G59350	23940745	23943625	2880
11582	AT5G59360	23945332	23946430	1098
11583	AT5G59390	23954326	23957342	3016
11584	AT5G59400	23957737	23959707	1970
11585	AT5G59410	23959573	23960988	1415
11586	AT5G59450	23974458	23976791	2333
11587	AT5G59460	23976723	23978399	1676
11588	AT5G59470	23978550	23979478	928
11589	AT5G59480	23979390	23982208	2818
11590	AT5G59490	23982621	23984656	2035
11591	AT5G59500	23985512	23987382	1870
11592	AT5G59540	23995850	23997821	1971
11593	AT5G59600	24011000	24013056	2056
11594	AT5G59610	24010900	24015129	4229
11595	AT5G59613	24015394	24016610	1216
11596	AT5G59616	24017511	24018077	566
11597	AT5G59650	24031346	24035399	4053
11598	AT5G59660	24035650	24039979	4329
11599	AT5G59670	24041131	24045666	4535
11600	AT5G59680	24046512	24051112	4600
11601	AT5G59690	24051474	24052218	744
11602	AT5G59700	24052383	24055660	3277
11603	AT5G59740	24070049	24073086	3037
11604	AT5G59760	24075489	24076550	1061
11605	AT5G59770	24079297	24081216	1919
11606	AT5G59790	24090645	24093168	2523
11607	AT5G59830	24105041	24107241	2200
11608	AT5G59840	24107215	24109524	2309
11609	AT5G59845	24111304	24112100	796
11610	AT5G59850	24112156	24113617	1461
11611	AT5G59860	24113462	24114449	987
11612	AT5G59865	24114599	24115349	750
11613	AT5G59895	24123408	24123590	182
11614	AT5G59900	24123913	24126717	2804
11615	AT5G59930	24134225	24136665	2440
11616	AT5G59940	24137225	24139483	2258
11617	AT5G59950	24139939	24141937	1998
11618	AT5G59960	24141975	24145408	3433
11619	AT5G59970	24145831	24146729	898
11620	AT5G59990	24150934	24153201	2267
11621	AT5G60000	24159294	24159780	486
11622	AT5G60010	24160270	24165052	4782
11623	AT5G60030	24171888	24173046	1158
11624	AT5G60050	24183567	24185629	2062
11625	AT5G60060	24188483	24189765	1282
11626	AT5G60070	24190264	24192894	2630
11627	AT5G60080	24193181	24194909	1728
11628	AT5G60090	24195939	24197865	1926
11629	AT5G60130	24211789	24213386	1597
11630	AT5G60142	24215947	24217749	1802
11631	AT5G60150	24217982	24223532	5550
11632	AT5G60160	24223647	24226914	3267
11633	AT5G60170	24227415	24232873	5458
11634	AT5G60215	24247622	24247956	334
11635	AT5G60240	24251382	24251628	246
11636	AT5G60250	24252138	24255900	3762
11637	AT5G60260	24255272	24256285	1013
11638	AT5G60270	24257723	24260043	2320
11639	AT5G60280	24260225	24262536	2311
11640	AT5G60290	24262864	24263843	979
11641	AT5G60310	24268011	24270269	2258
11642	AT5G60320	24270808	24272835	2027
11643	AT5G60300	24264488	24268029	3541
11644	AT5G60335	24272995	24274860	1865
11645	AT5G60370	24282666	24285061	2395
11646	AT5G60380	24285920	24287808	1888
11647	AT5G60390	24288596	24291020	2424
11648	AT5G60430	24301549	24303369	1820
11649	AT5G60460	24316833	24318241	1408
11650	AT5G60470	24320411	24322939	2528
11651	AT5G60530	24333907	24335858	1951
11652	AT5G60553	24343169	24343558	389
11653	AT5G60560	24345949	24347172	1223
11654	AT5G60570	24347783	24350164	2381
11655	AT5G60580	24353562	24356974	3412
11656	AT5G60590	24357021	24358769	1748
11657	AT5G60610	24363591	24365615	2024
11658	AT5G60615	24365566	24366376	810
11659	AT5G60630	24369650	24370404	754
11660	AT5G60650	24374179	24374798	619
11661	AT5G60670	24380504	24381599	1095
11662	AT5G60700	24402129	24405600	3471
11663	AT5G60710	24410581	24415145	4564
11664	AT5G60720	24418195	24422274	4079
11665	AT5G60730	24422686	24425540	2854
11666	AT5G60750	24430830	24433394	2564
11667	AT5G60760	24438078	24442287	4209
11668	AT5G60805	24465060	24465487	427
11669	AT5G60820	24469561	24471208	1647
11670	AT5G60930	24515281	24522743	7462
11671	AT5G60940	24522953	24526113	3160
11672	AT5G60945	24526245	24526636	391
11673	AT5G60964	24530572	24530924	352
11674	AT5G60980	24543136	24546352	3216
11675	AT5G60990	24546329	24549339	3010
11676	AT5G61040	24562333	24564979	2646
11677	AT5G61050	24565482	24566615	1133
11678	AT5G61090	24574652	24578200	3548
11679	AT5G61100	24579090	24580481	1391
11680	AT5G61110	24581078	24582130	1052
11681	AT5G61120	24582225	24585818	3593
11682	AT5G61140	24589906	24603522	13616
11683	AT5G61170	24611032	24612564	1532
11684	AT5G61200	24620144	24622666	2522
11685	AT5G61220	24625573	24626965	1392
11686	AT5G61240	24629256	24632211	2955
11687	AT5G61250	24632154	24635312	3158
11688	AT5G61260	24636296	24638808	2512
11689	AT5G61280	24643556	24644990	1434
11690	AT5G61290	24648528	24650815	2287
11691	AT5G61300	24650704	24653269	2565
11692	AT5G61310	24653261	24654940	1679
11693	AT5G61330	24657097	24661241	4144
11694	AT5G61340	24661679	24663217	1538
11695	AT5G61350	24667873	24670749	2876
11696	AT5G61360	24670792	24671868	1076
11697	AT5G61390	24678555	24681078	2523
11698	AT5G61400	24681550	24683514	1964
11699	AT5G61412	24686610	24687366	756
11700	AT5G61450	24709862	24713010	3148
11701	AT5G61470	24722870	24723983	1113
11702	AT5G61490	24732597	24733824	1227
11703	AT5G61495	24732768	24733485	717
11704	AT5G61510	24736871	24739002	2131
11705	AT5G61520	24739026	24741401	2375
11706	AT5G61530	24741976	24744823	2847
11707	AT5G61540	24744853	24747542	2689
11708	AT5G61550	24748023	24751871	3848
11709	AT5G61560	24752783	24756768	3985
11710	AT5G61570	24758189	24760789	2600
11711	AT5G61590	24764256	24765511	1255
11712	AT5G61605	24768382	24769010	628
11713	AT5G61620	24772326	24773507	1181
11714	AT5G61680	24786162	24788060	1898
11715	AT5G61710	24799836	24800783	947
11716	AT5G61720	24801505	24803395	1890
11717	AT5G61750	24812804	24813436	632
11718	AT5G61800	24829987	24831615	1628
11719	AT5G61820	24834300	24836933	2633
11720	AT5G61830	24836898	24838970	2072
11721	AT5G61865	24847310	24850118	2808
11722	AT5G61880	24850211	24851803	1592
11723	AT5G61890	24852322	24853941	1619
11724	AT5G61910	24855621	24864172	8551
11725	AT5G61920	24864290	24866019	1729
11726	AT5G61940	24867945	24872954	5009
11727	AT5G61950	24873053	24878309	5256
11728	AT5G61970	24888596	24893366	4770
11729	AT5G61990	24899606	24903131	3525
11730	AT5G61997	24908265	24908384	119
11731	AT5G62000	24910191	24915395	5204
11732	AT5G62030	24918479	24920955	2476
11733	AT5G62060	24927688	24928698	1010
11734	AT5G62065	24929207	24929778	571
11735	AT5G62080	24933471	24934484	1013
11736	AT5G62110	24942169	24946087	3918
11737	AT5G62130	24950264	24953362	3098
11738	AT5G62150	24958125	24958813	688
11739	AT5G62200	24984048	24985895	1847
11740	AT5G62240	25002358	25004783	2425
11741	AT5G62260	25008843	25011666	2823
11742	AT5G62280	25016860	25018265	1405
11743	AT5G62290	25019175	25021131	1956
11744	AT5G62460	25074782	25077398	2616
11745	AT5G62300	25021200	25022564	1364
11746	AT5G62330	25031563	25032276	713
11747	AT5G62340	25033471	25034404	933
11748	AT5G62370	25041819	25045047	3228
11749	AT5G62400	25054614	25055664	1050
11750	AT5G62420	25064793	25066336	1543
11751	AT5G62410	25056025	25062670	6645
11752	AT5G62440	25072117	25074069	1952
11753	AT5G62510	25095373	25096635	1262
11754	AT5G62550	25105576	25108013	2437
11755	AT5G62560	25109840	25112001	2161
11756	AT5G62570	25113948	25117314	3366
11757	AT5G62573	25113965	25114210	245
11758	AT5G62580	25119511	25122578	3067
11759	AT5G62610	25132841	25136065	3224
11760	AT5G62630	25143518	25146587	3069
11761	AT5G62620	25136700	25140024	3324
11762	AT5G62623	25140727	25141351	624
11763	AT5G62627	25142290	25142960	670
11764	AT5G62650	25152625	25155983	3358
11765	AT5G62660	25156326	25157465	1139
11766	AT5G62710	25187221	25190722	3501
11767	AT5G62720	25191402	25195071	3669
11768	AT5G62730	25197461	25200386	2925
11769	AT5G62750	25203425	25204320	895
11770	AT5G62760	25204472	25209583	5111
11771	AT5G62770	25210301	25211665	1364
11772	AT5G62780	25213386	25214137	751
11773	AT5G62800	25218634	25219967	1333
11774	AT5G62820	25223727	25225052	1325
11775	AT5G62830	25226168	25227131	963
11776	AT5G62860	25232632	25233541	909
11777	AT5G62890	25243148	25247377	4229
11778	AT5G62900	25248690	25250032	1342
11779	AT5G62910	25250256	25252354	2098
11780	AT4G26670	13452117	13454139	2022
11781	AT4G26680	13454652	13456631	1979
11782	AT4G26750	13475617	13478523	2906
11783	AT4G26780	13484839	13486858	2019
11784	AT4G26770	13482064	13484943	2879
11785	AT4G26790	13487457	13489376	1919
11786	AT4G26800	13489806	13492085	2279
11787	AT4G26830	13494572	13496738	2166
11788	AT4G26870	13505291	13507870	2579
11789	AT4G26910	13519811	13523405	3594
11790	AT4G26920	13525031	13527172	2141
11791	AT4G26940	13529260	13532755	3495
11792	AT4G26965	13539505	13542466	2961
11793	AT4G26980	13548546	13550722	2176
11794	AT4G27020	13568367	13571495	3128
11795	AT4G27050	13575671	13578061	2390
11796	AT4G27100	13595458	13598963	3505
11797	AT4G27120	13601948	13604494	2546
11798	AT4G27190	13620977	13624043	3066
11799	AT4G27220	13633941	13637119	3178
11800	AT4G27240	13639641	13642415	2774
11801	AT4G27250	13642515	13644507	1992
11802	AT4G27260	13653579	13656285	2706
11803	AT4G27270	13661201	13663371	2170
11804	AT4G27290	13666076	13669202	3126
11805	AT4G27300	13668676	13672413	3737
11806	AT4G27340	13687174	13690538	3364
11807	AT4G27350	13690645	13692832	2187
11808	AT4G27380	13701244	13703165	1921
11809	AT4G27480	13736655	13739077	2422
11810	AT4G27510	13746176	13749131	2955
11811	AT4G27585	13766699	13769961	3262
11812	AT4G27595	13772085	13777458	5373
11813	AT4G27610	13785395	13788516	3121
11814	AT4G27620	13788766	13791052	2286
11815	AT4G27640	13797616	13803082	5466
11816	AT4G27680	13821019	13823408	2389
11817	AT4G27730	13833807	13836661	2854
11818	AT4G27720	13830827	13833814	2987
11819	AT4G27790	13849949	13851973	2024
11820	AT4G27850	13870376	13873509	3133
11821	AT4G27870	13878701	13882905	4204
11822	AT4G27900	13890472	13893073	2601
11823	AT4G28000	13925338	13929527	4189
11824	AT4G28010	13930342	13933270	2928
11825	AT4G28020	13933232	13935479	2247
11826	AT4G28025	13935538	13937555	2017
11827	AT4G28060	13943781	13945773	1992
11828	AT4G28068	13945738	13945842	104
11829	AT4G28070	13945892	13948627	2735
11830	AT4G28088	13961134	13961611	477
11831	AT4G28100	13965099	13967076	1977
11832	AT4G28150	13977303	13979487	2184
11833	AT4G28200	13987530	13990539	3009
11834	AT4G28260	14004401	14006989	2588
11835	AT4G28300	14014646	14017097	2451
11836	AT4G28350	14026577	14028622	2045
11837	AT4G28360	14028983	14031049	2066
11838	AT4G28370	14034536	14039668	5132
11839	AT4G28400	14048268	14050335	2067
11840	AT4G28405	14050579	14050817	238
11841	AT4G28420	14055661	14057592	1931
