Gene Name	Gene Start (bp)	Gene End (bp)
AT2G07648	3431244	3431844
AT2G07652	3440302	3441314
AT2G07654	3456747	3457126
AT2G07655	3245323	3246203
AT2G07658	3477582	3479196
AT2G07659	3481036	3482584
AT2G07662	3497073	3498780
AT2G07665	3500130	3500612
AT2G07669	3282787	3283553
AT2G07671	3251566	3252341
AT2G07672	3257209	3258528
AT2G07673	3266420	3267120
AT2G07674	3268932	3269906
AT2G07675	3270410	3270787
AT2G07678	3281097	3283129
AT2G07684	3262235	3262345
AT2G07687	3311654	3312651
AT2G07689	3336109	3336753
AT2G07692	3340706	3341544
AT2G07695	3345929	3347826
AT2G07696	3351050	3352228
AT2G07701	3371832	3372152
AT2G07702	3372595	3373155
AT2G07708	3386851	3388160
AT2G07714	3407671	3408506
AT2G07719	3432137	3433656
AT2G07721	3434312	3435279
AT2G07724	3446394	3447047
AT2G07725	3447398	3449059
AT2G07732	3468160	3468899
AT2G07734	3472305	3473692
AT2G07738	3492339	3492786
AT2G07739	3495511	3496398
AT2G07741	3502319	3503476
AT2G07760	3584420	3586278
AT2G07772	3300978	3301804
AT2G07773	3240494	3242263
AT2G07774	3303766	3304650
AT2G07775	3483035	3484062
AT2G07776	3246019	3246901
AT2G07779	3254364	3255815
AT2G07785	3348003	3348904
AT2G07787	3476873	3478704
AT2G07795	3493226	3494382
AT2G07810	3593730	3594072
AT2G07820	3457213	3457479
AT2G07825	3474282	3474664
AT2G07827	3474996	3476845
AT2G07835	3501553	3502294
AT2G09388	3651156	3652235
AT2G09840	3704577	3705594
AT2G09970	3779992	3780691
AT2G09990	3781328	3782335
AT2G10025	3802330	3803280
AT2G10450	4020305	4020773
AT2G10455	4069136	4069506
AT2G10545	4089648	4090671
AT2G10550	4096001	4096920
AT2G10553	4100335	4101084
AT2G10556	4105464	4106256
AT2G10560	4109862	4110698
AT2G10602	4134895	4135888
AT2G10608	4145498	4146239
AT2G10615	4228157	4229987
AT2G10930	4303281	4304075
AT2G10931	4304762	4305887
AT2G10940	4310321	4312162
AT2G10965	4323671	4324948
AT2G10970	4332795	4333638
AT2G10975	4334959	4335909
AT2G11005	4348511	4349577
AT2G11015	4366200	4366640
AT2G11025	4393772	4394045
AT2G11045	4440614	4441543
AT2G11200	4451924	4452388
AT2G11215	4477776	4477868
AT2G11270	4484720	4485568
AT2G11271	4485414	4485539
AT2G11405	4543175	4543522
AT2G11462	4589735	4590378
AT2G11522	4622122	4622752
AT2G11570	4634251	4635203
AT2G11623	4660870	4661415
AT2G11626	4661458	4662451
AT2G11815	4757429	4758920
AT2G11890	4802783	4804375
AT2G12170	4890067	4891424
AT2G12190	4891642	4893397
AT2G12280	4922282	4922679
AT2G12290	4924100	4924501
AT2G12405	5010792	5011590
AT2G12462	5050434	5051613
AT2G12475	5068402	5068918
AT2G12880	5291523	5291882
AT2G12900	5293897	5295480
AT2G13542	5643169	5643615
AT2G12935	5315038	5316041
AT2G12945	5322903	5323624
AT2G13105	5411566	5412125
AT2G13126	5416690	5416872
AT2G13150	5437056	5438459
AT2G13275	5508414	5508837
AT2G13295	5514094	5514641
AT2G13350	5536220	5537951
AT2G13430	5590052	5591422
AT2G13450	5598421	5599923
AT2G13500	5627936	5629099
AT2G13510	5630001	5631107
AT2G13547	5646602	5647423
AT2G13550	5648329	5649847
AT2G13555	5649224	5649727
AT2G13630	5684538	5685431
AT2G13640	5686136	5687290
AT2G13660	5692097	5693016
AT2G13720	5724007	5725248
AT2G13760	5734955	5735805
AT2G13770	5736570	5737863
AT2G13845	5798558	5799584
AT2G13895	5829485	5830283
AT2G13905	5834414	5834994
AT2G13950	5857536	5859249
AT2G13960	5859491	5861311
AT2G13965	5864267	5864614
AT2G13980	5869853	5870368
AT2G13985	5874638	5875793
AT2G14000	5884600	5885985
AT2G14070	5921881	5923151
AT2G14095	5932383	5933929
AT2G14110	5951823	5953185
AT2G14160	5976253	5976801
AT2G14247	6034282	6035375
AT2G14265	6044120	6045141
AT2G14270	6045579	6046045
AT2G14285	6052332	6053994
AT2G14288	6056038	6056778
AT2G14290	6057288	6058620
AT2G14390	6110912	6111918
AT2G14395	6119467	6120748
AT2G14460	6154493	6155166
AT2G14500	6166936	6167979
AT2G14635	6254434	6254900
AT2G14660	6272469	6273227
AT2G14692	6287289	6287882
AT2G14810	6357465	6358470
AT2G14710	6298679	6300150
AT2G14755	6316744	6317587
AT2G14760	6321587	6323397
AT2G14765	6351289	6351964
AT2G14775	6354785	6356084
AT2G14800	6355993	6356939
AT2G14825	6362411	6364093
AT2G14830	6364378	6365818
AT2G14850	6385804	6387570
AT2G14870	6391172	6391477
AT2G15360	6694787	6695180
AT2G14880	6393310	6395000
AT2G14900	6404131	6405352
AT2G14945	6438504	6439144
AT2G15000	6480817	6482425
AT2G15010	6484338	6485213
AT2G15029	6504070	6504171
AT2G15042	6510841	6512641
AT2G15130	6564808	6566006
AT2G15170	6587570	6588321
AT2G15180	6588743	6590167
AT2G15185	6590876	6591544
AT2G15220	6608561	6609681
AT2G15270	6637831	6639429
AT2G15318	6664649	6665356
AT2G15320	6666286	6668046
AT2G15325	6669654	6670381
AT2G15327	6671895	6672731
AT2G15345	6684411	6685069
AT2G15440	6743528	6744835
AT2G15450	6747536	6749256
AT2G15460	6750934	6752647
AT2G15470	6754330	6756051
AT2G15500	6763707	6764751
AT2G17043	7409063	7409582
AT2G15580	6797111	6798939
AT2G15590	6801803	6802734
AT2G15610	6806033	6806764
AT2G15640	6816541	6818358
AT2G16190	7020474	7021601
AT2G15670	6828133	6829621
AT2G15740	6856746	6857735
AT2G15760	6865610	6867004
AT2G15770	6871257	6872245
AT2G15780	6873417	6874784
AT2G15830	6893949	6894685
AT2G15960	6947096	6947866
AT2G15980	6951349	6952845
AT2G16005	6959092	6960216
AT2G16015	6970352	6970851
AT2G16018	6972222	6973705
AT2G16020	6973356	6973586
AT2G16030	6973673	6975007
AT2G16040	6976017	6977683
AT2G16200	7024607	7025231
AT2G16220	7030155	7031378
AT2G16290	7058930	7060573
AT2G16300	7061629	7063367
AT2G16360	7076713	7077310
AT2G16385	7094743	7095824
AT2G16450	7131391	7132803
AT2G16505	7156839	7157770
AT2G16520	7161922	7162580
AT2G16535	7165834	7166499
AT2G16575	7184652	7185245
AT2G16586	7190937	7192071
AT2G16592	7196147	7196777
AT2G16620	7205391	7205918
AT2G16676	7230346	7232223
AT2G16760	7275657	7277285
AT2G16790	7283928	7285345
AT2G16800	7285698	7287393
AT2G16810	7287412	7288945
AT2G16835	7295851	7296318
AT2G16930	7341078	7342317
AT2G16953	7361336	7362157
AT2G17036	7403693	7405262
AT2G17055	7417875	7418651
AT2G17070	7430806	7431939
AT2G17080	7433183	7434172
AT2G17150	7466687	7471586
AT2G17160	7472754	7474012
AT2G17170	7474736	7476438
AT2G17240	7498101	7499331
AT2G17300	7522050	7523177
AT2G17305	7527676	7529210
AT2G17350	7545454	7546374
AT2G17540	7630361	7631926
AT2G18420	7993801	7994554
AT2G31265	13321866	13322049
AT2G17600	7654477	7656219
AT2G17630	7666548	7668065
AT2G17660	7673145	7673712
AT2G17680	7679008	7680378
AT2G17705	7692396	7693253
AT2G31290	13343724	13346332
AT2G17710	7693596	7694746
AT2G17723	7700134	7700675
AT2G17740	7706896	7707954
AT2G17785	7728157	7728927
AT2G19000	8241104	8241795
AT2G17830	7754048	7755604
AT2G17845	7758846	7759881
AT2G17850	7760005	7760839
AT2G17860	7761941	7763018
AT2G17880	7766765	7768040
AT2G17905	7777279	7777805
AT2G17920	7782712	7784287
AT2G17940	7802825	7803959
AT2G17960	7812380	7813129
AT2G17975	7822074	7824121
AT2G18010	7833782	7834653
AT2G18070	7852529	7853666
AT2G18110	7872201	7874010
AT2G18140	7887584	7888878
AT2G18150	7892034	7893709
AT2G18200	7924267	7924671
AT2G18210	7924958	7925918
AT2G19090	8264974	8268416
AT2G18240	7935244	7936900
AT2G18270	7946158	7946406
AT2G18320	7956220	7957584
AT2G18340	7969298	7971114
AT2G18370	7980532	7981868
AT2G18400	7989476	7990586
AT2G18490	8020456	8021576
AT2G18520	8033832	8035412
AT2G18530	8039670	8040780
AT2G18590	8069945	8072866
AT2G18600	8073167	8075009
AT2G18620	8078174	8079537
AT2G19146	8303889	8304455
AT2G18670	8093220	8094823
AT2G18680	8094614	8095779
AT2G19630	8490181	8491110
AT2G18740	8123195	8125078
AT2G18780	8136740	8138142
AT2G19365	8380020	8381326
AT2G18810	8147939	8149469
AT2G18910	8192702	8194396
AT2G18920	8197753	8198160
AT2G18938	8202216	8203004
AT2G18969	8229000	8229574
AT2G18970	8229116	8229755
AT2G19180	8324653	8326223
AT2G19220	8340678	8342161
AT2G19240	8348869	8352562
AT2G20320	8766486	8772668
AT2G19270	8360150	8361951
AT2G19290	8365919	8367022
AT2G19310	8369568	8370675
AT2G19350	8376155	8377356
AT2G19385	8386933	8388790
AT2G19390	8389610	8397939
AT2G19410	8404764	8409081
AT2G19460	8431363	8432269
AT2G19530	8459947	8461715
AT2G19550	8464533	8465531
AT2G19700	8504967	8505661
AT2G19730	8511486	8513291
AT2G19740	8513448	8514666
AT2G19750	8514899	8516138
AT2G19790	8527175	8528685
AT2G19802	8538776	8539217
AT2G19850	8568569	8569890
AT2G19893	8589953	8590324
AT2G19920	8601858	8607052
AT2G19960	8621965	8622851
AT2G31981	13609981	13610094
AT2G19970	8623699	8624624
AT2G19980	8627536	8628220
AT2G20030	8647721	8649225
AT2G20070	8661987	8662614
AT2G20142	8695374	8696643
AT2G20250	8733285	8736597
AT2G20350	8784769	8785447
AT2G20362	8789594	8790742
AT2G20380	8794818	8795980
AT2G20450	8813832	8815379
AT2G20465	8825053	8825544
AT2G20480	8830123	8831615
AT2G20500	8835120	8836044
AT2G20515	8838750	8839857
AT2G20550	8845802	8847311
AT2G20562	8850148	8851035
AT2G20595	8871518	8872061
AT2G20597	8873007	8873546
AT2G20605	8876436	8876912
AT2G20613	8886037	8886444
AT2G20616	8887116	8888305
AT2G20618	8888880	8889303
AT2G20620	8891920	8893244
AT2G20625	8896154	8897218
AT2G20650	8903343	8907339
AT2G20670	8911860	8913747
AT2G20690	8923305	8924974
AT2G20805	8956169	8956737
AT2G20820	8964199	8965568
AT2G20835	8970886	8971339
AT2G20920	8998450	9000073
AT2G20930	9000450	9001837
AT2G20940	9002001	9002908
AT2G20970	9009867	9011067
AT2G21010	9020944	9021870
AT2G21030	9024536	9025764
AT2G21040	9026157	9027310
AT2G21045	9027730	9029058
AT2G21080	9043699	9045389
AT2G21100	9048131	9049404
AT2G21110	9050220	9050868
AT2G21130	9055398	9056481
AT2G21180	9074660	9075631
AT2G21185	9076437	9077048
AT2G21195	9083144	9083909
AT2G21200	9083906	9084803
AT2G21210	9084628	9086029
AT2G21220	9089226	9090052
AT2G21237	9100536	9101215
AT2G21260	9105583	9107380
AT2G21290	9112798	9113597
AT2G21350	9136203	9137284
AT2G21380	9141465	9149330
AT2G21430	9171872	9173490
AT2G21455	9184150	9185623
AT2G21465	9195477	9195984
AT2G21480	9202494	9205471
AT2G21530	9219252	9220608
AT2G21560	9230208	9231580
AT2G21580	9236481	9237846
AT2G21595	9242205	9242951
AT2G21640	9254378	9255743
AT2G21655	9263537	9264098
AT2G21680	9267730	9269019
AT2G21690	9270114	9270597
AT2G21725	9277659	9278072
AT2G21727	9278567	9279080
AT2G21780	9290705	9291669
AT2G21810	9302254	9302640
AT2G21820	9302853	9303408
AT2G21860	9318122	9320024
AT2G21930	9347641	9349178
AT2G21990	9359318	9360664
AT2G22030	9372530	9373681
AT2G22050	9376684	9377862
AT2G22060	9380992	9382145
AT2G23067	9822005	9822148
AT2G22080	9386431	9388241
AT2G22088	9388384	9389049
AT2G22122	9403067	9403835
AT2G22145	9420240	9420623
AT2G22160	9425143	9425460
AT2G22180	9428743	9430141
AT2G22200	9443073	9444428
AT2G22230	9449930	9451623
AT2G22320	9480105	9480440
AT2G22340	9492864	9494112
AT2G22345	9495457	9495848
AT2G22360	9497570	9500719
AT2G22370	9500784	9502210
AT2G22420	9513024	9514552
AT2G22425	9514695	9515674
AT2G22440	9528910	9530060
AT2G22460	9533094	9534188
AT2G22510	9569023	9569784
AT2G22520	9572066	9572791
AT2G23090	9829450	9830434
AT2G22590	9592956	9594579
AT2G22600	9596526	9599227
AT2G22610	9599420	9604776
AT2G22690	9649690	9651574
AT2G22760	9677844	9679502
AT2G22790	9695832	9697127
AT2G22795	9697131	9699944
AT2G22805	9712264	9713135
AT2G22807	9715049	9716192
AT2G22820	9721075	9721425
AT2G22890	9742224	9743467
AT2G22905	9748771	9749542
AT2G22930	9759595	9761240
AT2G22940	9761655	9763462
AT2G22941	9762066	9762586
AT2G22942	9763740	9764612
AT2G23110	9840456	9841366
AT2G23120	9841842	9842634
AT2G23142	9850176	9850619
AT2G23148	9853609	9854156
AT2G23160	9862470	9863744
AT2G23270	9903215	9903845
AT2G23400	9963809	9965414
AT2G23440	9979405	9979874
AT2G23445	9985933	9986507
AT2G23680	10066117	10067737
AT2G23690	10072057	10073126
AT2G23755	10102787	10104050
AT2G23830	10143468	10144714
AT2G23940	10183867	10185331
AT2G23945	10185229	10186738
AT2G23950	10186891	10190492
AT2G23960	10195910	10197741
AT2G23970	10199675	10201095
AT2G23985	10204802	10206522
AT2G23987	10205031	10206259
AT2G24020	10217641	10219468
AT2G24040	10223857	10225171
AT2G24080	10237604	10238779
AT2G24140	10262478	10264065
AT2G24195	10285903	10286865
AT2G24205	10291348	10291762
AT2G24255	10315515	10317353
AT2G24285	10337192	10337824
AT2G24290	10338667	10340239
AT2G24310	10344338	10345510
AT2G24320	10345421	10347053
AT2G24390	10373570	10375011
AT2G24395	10375439	10376265
AT2G24400	10376956	10378645
AT2G24460	10394329	10395390
AT2G24470	10395828	10396622
AT2G24510	10404373	10405650
AT2G24535	10424688	10425764
AT2G24620	10463076	10463959
AT2G24550	10427856	10429487
AT2G24560	10431260	10433074
AT2G24615	10461199	10462852
AT2G24617	10462910	10463224
AT2G24625	10468340	10469286
AT2G24670	10492669	10493567
AT2G24681	10497147	10498462
AT2G24683	10498616	10498898
AT2G24692	10503436	10504063
AT2G24693	10506024	10506859
AT2G24810	10573862	10574699
AT2G24696	10509068	10510902
AT2G24780	10565622	10566182
AT2G24800	10571054	10572636
AT2G24860	10586643	10588416
AT2G24870	10588569	10589615
AT2G24880	10590554	10590862
AT2G24945	10610833	10612232
AT2G26120	11123430	11123817
AT2G24970	10619531	10621307
AT2G25120	10689934	10691569
AT2G25130	10695071	10697175
AT2G25169	10712606	10714014
AT2G25185	10731556	10732075
AT2G25190	10733921	10735795
AT2G25200	10736261	10737800
AT2G25210	10739855	10740552
AT2G25215	10741671	10742161
AT2G25250	10753602	10754935
AT2G25297	10770676	10771335
AT2G25305	10774501	10775002
AT2G25312	10780074	10780409
AT2G25360	10804249	10805761
AT2G25409	10815362	10815995
AT2G25410	10814393	10815994
AT2G25450	10829854	10831655
AT2G25482	10845838	10846393
AT2G25510	10856271	10857217
AT2G25520	10860668	10862410
AT2G25565	10884062	10885295
AT2G25605	10899348	10901231
AT2G25610	10901183	10902919
AT2G25625	10906215	10907350
AT2G25650	10914511	10916216
AT2G25720	10955430	10956090
AT2G25735	10974655	10975916
AT2G25770	10992728	10993652
AT2G25780	10995095	10996045
AT2G25890	11037303	11038179
AT2G25905	11045992	11047215
AT2G25920	11054168	11056062
AT2G25964	11070639	11071287
AT2G26050	11098652	11099380
AT2G26110	11120523	11122146
AT2G26130	11127029	11128476
AT2G26135	11130119	11131514
AT2G26160	11137978	11139451
AT2G26240	11167248	11168672
AT2G26340	11215208	11217033
AT2G26360	11221516	11223400
AT2G26370	11224565	11226235
AT2G26380	11226488	11228123
AT2G26390	11228825	11230598
AT2G26490	11267857	11269750
AT2G26500	11270082	11271074
AT2G26515	11277945	11279084
AT2G26520	11279913	11280996
AT2G26620	11325069	11326835
AT2G26680	11343766	11345540
AT2G26695	11364996	11366030
AT2G26720	11384782	11385402
AT2G26750	11395707	11397219
AT2G26840	11447169	11448949
AT2G26940	11496518	11497702
AT2G27130	11595076	11596548
AT2G27140	11598305	11599322
AT2G27160	11607432	11608416
AT2G27180	11620076	11621174
AT2G27229	11649057	11649998
AT2G27260	11669629	11670644
AT2G27315	11689467	11690004
AT2G34238	14458688	14459117
AT2G27280	11673826	11675613
AT2G27290	11678305	11679919
AT2G27310	11683772	11685342
AT2G27330	11695032	11696799
AT2G27385	11716001	11717437
AT2G27389	11720294	11721081
AT2G27402	11722770	11724400
AT2G27410	11724427	11725419
AT2G27420	11726134	11727654
AT2G27480	11746683	11748051
AT2G27505	11756566	11757898
AT2G27520	11762061	11763143
AT2G27535	11765281	11766144
AT2G27570	11775329	11776305
AT2G27580	11776410	11777553
AT2G27670	11801568	11802891
AT2G27710	11816634	11817972
AT2G27720	11818230	11819646
AT2G27740	11822513	11823857
AT2G27750	11823916	11824461
AT2G27770	11832543	11834427
AT2G27775	11842236	11843361
AT2G27780	11845472	11846578
AT2G27800	11849647	11851457
AT2G27830	11860218	11861525
AT2G28030	11934208	11935386
AT2G27930	11891998	11893787
AT2G27940	11897942	11898867
AT2G28010	11930494	11931813
AT2G28050	11937871	11939653
AT2G28085	11967942	11968712
AT2G28090	11972140	11974007
AT2G28105	11976303	11977913
AT2G28140	11994954	11996236
AT2G28200	12023940	12025370
AT2G28220	12033998	12035327
AT2G28225	12036273	12037527
AT2G28230	12037627	12039059
AT2G28270	12053542	12054538
AT2G28330	12099742	12100757
AT2G28400	12147883	12149072
AT2G28410	12156022	12156984
AT2G28430	12159548	12160466
AT2G28440	12160977	12162032
AT2G28510	12199075	12200780
AT2G28570	12241766	12242778
AT2G28605	12254888	12255923
AT2G28625	12272281	12273027
AT2G28671	12300203	12302036
AT2G28680	12302959	12304830
AT2G28690	12306885	12308643
AT2G28710	12322386	12323584
AT2G28720	12326808	12327808
AT2G28725	12328605	12328943
AT2G28755	12334019	12334788
AT2G28790	12354329	12355570
AT2G28815	12367001	12368064
AT2G28870	12394067	12395017
AT2G28920	12418017	12418576
AT2G29150	12535715	12536964
AT2G29170	12541650	12542465
AT2G29180	12542933	12543835
AT2G29250	12578909	12580780
AT2G29260	12582477	12584374
AT2G29263	12584168	12584428
AT2G29300	12588191	12589759
AT2G29310	12589866	12591487
AT2G29320	12592129	12593803
AT2G29360	12603767	12605299
AT2G29370	12606012	12607618
AT2G29430	12619554	12620027
AT2G29500	12633065	12634120
AT2G29590	12654456	12655457
AT2G29620	12662721	12666113
AT2G29660	12678890	12680737
AT2G29679	12689276	12689398
AT2G29710	12698573	12700343
AT2G29735	12705346	12705699
AT2G29770	12715411	12716875
AT2G29780	12717786	12719328
AT2G29800	12722939	12724602
AT2G29810	12726102	12727253
AT2G29820	12728362	12729528
AT2G29830	12730411	12731599
AT2G29840	12732387	12733983
AT2G29850	12734725	12736394
AT2G29870	12740989	12741791
AT2G29880	12742536	12743749
AT2G29920	12754424	12755384
AT2G30000	12803823	12805024
AT2G30120	12860147	12861971
AT2G30150	12874465	12876330
AT2G30160	12877799	12879661
AT2G30220	12891233	12892666
AT2G30230	12897054	12898172
AT2G30270	12907821	12909261
AT2G30310	12923055	12924380
AT2G30350	12934149	12935784
AT2G30380	12947884	12949729
AT2G30385	12949797	12950890
AT2G30430	12968176	12968412
AT2G30540	13011105	13012043
AT2G30560	13017347	13019000
AT2G30615	13041085	13042586
AT2G30620	13044931	13046682
AT2G30660	13058250	13061675
AT2G30670	13069091	13070920
AT2G30680	13073648	13075396
AT2G30700	13081752	13085451
AT2G30810	13127826	13128666
AT2G30830	13132499	13134355
AT2G31035	13208667	13208918
AT2G30840	13135314	13137004
AT2G30930	13162074	13163497
AT2G30940	13168533	13170285
AT2G30942	13170779	13172168
AT2G30960	13177179	13178421
AT2G30985	13186716	13187200
AT2G31005	13193504	13193797
AT2G31018	13201432	13201551
AT2G31050	13212150	13212752
AT2G31090	13256091	13257068
AT2G31215	13299807	13300302
AT2G31100	13256738	13258176
AT2G31141	13271726	13272534
AT2G31335	13360883	13361383
AT2G31345	13365232	13365800
AT2G31410	13391881	13392927
AT2G31420	13393364	13394136
AT2G31425	13394715	13395767
AT2G31432	13397480	13398946
AT2G31460	13404776	13405510
AT2G34317	14482150	14483195
AT2G31490	13411940	13413285
AT2G31540	13430469	13432065
AT2G31550	13433797	13435207
AT2G31560	13436485	13438011
AT2G31580	13440842	13445932
AT2G34320	14484959	14485837
AT2G31590	13446829	13448133
AT2G31610	13450241	13451982
AT2G31620	13451991	13452908
AT2G31670	13472246	13473556
AT2G31690	13476093	13477547
AT2G31700	13480510	13481568
AT2G31710	13481758	13483193
AT2G31720	13485034	13485975
AT2G31725	13486237	13487507
AT2G31850	13540199	13540540
AT2G31862	13545549	13546464
AT2G31930	13577378	13578291
AT2G31940	13580371	13581134
AT2G31945	13581534	13582366
AT2G31985	13613928	13615692
AT2G32020	13630980	13631929
AT2G32030	13632468	13633551
AT2G32050	13637858	13638894
AT2G32060	13638762	13640431
AT2G32070	13640594	13642060
AT2G32090	13644298	13645969
AT2G32130	13654805	13655525
AT2G32140	13655627	13657369
AT2G32190	13674255	13675356
AT2G32200	13676389	13677306
AT2G32210	13677986	13678906
AT2G32220	13678910	13679523
AT2G32235	13682557	13684248
AT2G32275	13709604	13710356
AT2G32350	13734945	13735788
AT2G32360	13737019	13737546
AT2G32380	13746566	13747810
